12078929315
11864151708
11863793535,1,2,3,4,5,6
11863685027
11863679383
11863661601
11863628994
11863586724
11863585446
11863584869
11863574382,1,2,3
11863568807
11863549351
11863420079
11863374448,1,2,3,4,5,6
11863353803
11863353700
11863273636
11863244185,1,2,3
11863237780
11863140990
11863126936
11863018293
11862985334
11862977342
11862916008
11862903719
11862759176
11862451167
11862290097
11862127091
11861932549
11861764029
11861742802
11861645592
11861520414
11861499978
11861492104
11861411616
11861130074
11860854289
11860820327
11859810148
11859506443
11859386742
11859042441
11858722448
11858694247
11858644535
11858522908
11858448940
11858128662,1,2,3,4
11858014841
11857950215
11857886100
11857855547
11857662218
11857659648,1,2,3,4,5
11857557028
11857349420
11857260497
11856986107,1,2,3,4,5,6
11856564745
11856436341
11856179131
11855861035
11855607146
11855446007
11855436089
11855426904,1,2,3,5
11855300277,1,2,3,4,5,6
11854977911
11854960654
11854904777,1,2,3
11854855912,1,2,3,5,6,7
11854819070
11854692759
11854498208
11854454890
11854280751
11853302201
11853295975
11853194516,1,2,3,5,6,7
11852708081
11852696129
11852472754
11852445500
11852435823
11852429269
11852427394,1,2,3,4,5,6
11852418992
11852163965,1,2,3,4,5,6,7
11852095744
11852095348
11851923620,1,2,3,4,5,6
11851825512
11851811040
11851727064
11851620141
11851614239
11851572181,1,2,3,4,5,6
11851521732
11851476704
11851423659
11851386042,1,2,3,4,5,6,7
11851385491,1,2,3,4,5
11851381722
11851094942
11851063121
11851049652
11850968934
11850883402
11850771304
11850766973
11850618073
11850589479
11850472206
11849550672
11849372720
11849330795
11849229115
11849208432
11849202176
11849192689
11849157879
11849155064,1,2,3,4,5,6
11849135451
11849133041
11849122676,1,2,3,4,5
11849122000
11849069069
11849049707
11849012607
11848985574
11848977537,1,2,3,4,5,6
11848956425
11848949367
11848885029
11848823190
11848730151
11848707082
11848703956
11848686184
11848671898
11848670806,1,2,3
11848669653
11848649668,1,2,3,5
11848463402,1,2,3,4,5
11848295525
11848231909,1,2,3,5,6,7
11847897261,1,2,3,4
11846766583
11846477007
11846444665,1,2,3,5,6,7
11845288274,1,2,3,5
11845137775
11845135092
11845061477
11845049426
11844934740
11844891269
11844882654
11844784779,1,2,3
11844704864
11843818485
11843794122
11843770623
11843753816
11843743773
11843279835
11842747281
11842685250
11842611287
11842602865
11842587249
11833817485
11833564098
11829314374,1,2,3,5
11823465388,1,2,3,5
11823399802
11822569126
11821558413
11818427344
11818416706
11818316781
11817472094,1,2,3,5
11815234004
11812844692
11811370683
11810397839,1,2,3,4
11809501254,1,2,3,4,5,6
11806141536
11804990572
11802231881
11802028279
11798692411,1,2,3,5,6,7
11796210843
11790345381
11790233820
11789891994
11788033647
11787647823
11787390406,1,2,3,4,5
11787320054
11784884238
11781417657
11780644377
11778849531
11778755380
11778571624
11775797735
11775457591
11775006349
11773457907
11773025009
11772598059
11771918249
11767601321
11766639743
11765836914
11763741399,1,2,3
11763638053
11763201706
11763174830,1,2,3,4,5
11763086054
11762999641
11762942743
11762869286
11762284774
11761752621
11761514565
11761466031
11761363682
11761277895
11760761286
11760348461
11760126331
11760021970,1,2,3,4,5,6
11759902759
11759796311
11759425343
11759007981
11758958125
11758898897
11758887838
11758385101
11758188868,1,2,3,4,5,6
11758132074
11757775979
11757622311
11757550844
11757109768,1,2,3
11757080644
11757077256,1,2,3
11757024062
11756995019
11756904151
11756885566
11756843883
11756838643
11756826778
11756824682
11756807049
11756788284
11756787152,1,2,3,4
11756753084
11756720574,1,2,3,4,5,6
11756702479
11756678929
11756552866,1,2,3,4,5,6
11756384484
11756198378
11755037157
11754921571
11754387094
11754249104
11754233844
11754090090
11753623606
11752747475
11751921368
11751355729
11751115782
11751054208
11750669980
11749991600
11748907731
11748699291,1,2,3,4,5,6
11748559444
11748524170,1,2,3,4,5,6,7
11748332068,1,2,3,4,5,6
11748082721
11747884406
11747684295
11747647982
11747596245
11747538000
11747525672
11747522784
11747440548
11747415301
11746714510
11746649009,1,2,3,4,5
11746501556
11746318291
11745965413
11745678050
11744050813
11743629768
11743450425
11742919451
11742344215,1,2,3,4,5,6,7
11741891762
11741550616
11739721324
11739661191
11739191933
11738935230
11738736975
11738457510
11737513425,1,2,3,4,5,6,7
11737462095
11737386892
11737206919
11737160888
11736775655
11736709751
11736675768
11736673944
11736646327
11736571599,1,2,3,4,5,6,7
11736382944
11735871353
11735789205
11735515829
11735195984
11734090352
11733957083
11731920064
11731487499
11730809197
11730786786
11730769757
11730768518
11730499017
11730498233
11730192246
11728468722
11727819012
11727766377
11727122241
11727089599
11727087607
11727029361
11726624816
11726388852
11726208825
11726076907
11725944254,1,2,3,4,5,6
11724352964
11724346441
11724241955
11724224546
11724207073
11724147468
11724146410
11724143750
11723815204
11723535443
11723303768
11723171675
11722964036
11722897885
11722876036
11722766368
11722749084
11722729753
11722628736
11722628716
11720764928
11720609388
11720527297
11720139507
11719852299
11719780345
11719076509
11719032000
11718939499
11718924633
11718858944
11717520027
11716900843
11716299678
11716118948
11715911695
11715892147
11715868700
11715643668
11714720540
11714460393
11714417616
11714220336
11714165060
11713759980
11713546630
11713253393
11713186815
11713012881
11713002494
11712923769
11712878712
11712824423
11712605433
11712147443
11711565014
11711309097
11711207492,1,2,3
11711023719
11710966902
11710951440
11710917126
11710387356
11710302380
11709767404
11709645417
11709500441
11709323040
11709319439
11709119942
11708027512
11707870780,1,2,3,4,5
11707682833
11707640531
11707582431
11707566284
11707522260
11707452806
11707401881
11707361520
11707358913
11707294078,1,2,3
11707289320
11707145391
11707126037
11707108982
11707034311
11707032500
11707006548
11706943069
11706878994
11706858883
11706858399
11706745488
11706737330,1,2,3
11706725883
11706712407
11706710112
11706693705
11706661467
11706629856
11706582841
11706378793
11706336699
11706170120
11706066833
11706011458
11705942202
11705915508
11705902950
11705829682
11705746374,1,2,3,4,5,6,7
11705727328
11705422210,1,2,3
11705256855
11704425442
11704354441
11704305696,1,2,3
11704296807
11704253837
11704245854
11704212998,1,2,3,4,5,6
11704203373
11704130188
11704070387
11704030826
11703985001
11703965191
11703910556
11703862465
11703826227
11703805330
11703796014
11703771277
11703752377
11703746118
11703709677
11703693885
11703663012
11703585764
11703584631
11703542612
11703542457
11703530026
11703527442
11703512591
11703440758
11703424652
11703409668,1,2,3,4
11703278639
11703168605
11703166301
11703152717
11703145069
11703139570
11703085591
11703061796
11703055988
11703033456
11703026794
11703002928
11702992198
11702965352
11702952241
11702945315
11702936159
11702933272
11702894020
11702843054
11702829589
11702813642
11702776974
11702758890
11702752184
11702744218
11702680222
11702661260
11702630513
11702626745
11702620766
11702610208
11702573556,1,2,3
11702561967
11702551362
11702549060
11702514506
11702481741
11702471636
11702471599
11702457704
11702437437
11702417498
11702415574
11702365923
11702362804
11702340869
11702334727
11702319868
11702259814
11702241174
11702237631
11702216821
11702186065
11702176058
11702165328
11702131008
11702121488
11702089549
11702064627
11702045063
11702030942
11702005437
11701962734
11701951873
11701933288
11701931490
11701923903
11701921333
11701903607
11701896493
11701888014
11701885760
11701871647
11701858830
11701827649
11701818108
11701779330
11701755826
11701743695
11701732607
11701722716
11701705420
11701684886
11701682281
11701666772
11701639416
11701603125
11701587769
11701576555,1,2,3,4,5,6
11701572373
11701567570
11701558535,1,2,3,4,5,6
11701541771
11701530844
11701526417
11701525636
11701524058
11701509500
11701498323
11701473000
11701458579
11701425280
11701345371
11701337413
11701228449
11700741065
11700739267,1,2,3,5
11700686598
11700639944
11700560044
11700492331
11700483585
11700465322
11700445980
11700394968
11700377120
11700368484
11700341813
11700322862
11700317175
11700297255
11700289179
11700281206
11700276137
11700255506
11700255493
11700248311,1,2,3,4,5,6
11700230534
11700211324,1,2,3,4,5,6
11700195549
11700190532
11700185449
11700158853
11700139303
11700129625
11700123623
11700119039
11700116439
11700115758
11700101030
11700099201
11700093644
11700088187
11700079010
11700075631
11700069794
11700067058,1,2,3,4,5,6
11700066751
11700061380
11700060064
11700058560,1,2,3,4,5,6,7
11700054485
11700051556
11700048023
11700027129
11700024441,1,2,3,4,5,6,7
11700018037
11700014970,1
11700011688,1
11700011213
11699982118
11699975923,1
11699971929
11699944852
11699915818
11699900655,1
11699895768
11699869790
11699867451
11699862434
11699853762
11699847454
11699842461
11699840064
11699834841
11699833934,1,2,3,4,5
11699832206
11699831212
11699828197
11699826564
11699823690,1,2,3,4,5,6
11699823158,1,2,3
11699820158
11699819971
11699819770,1,2,3,5
11699817201
11699816746
11699813518
11699550449
11697109283
