12078929315
12055594705
12055163118,1,2,3
12051811701
12045275899
12044032937
12042621301
12018862302,1,2,3,5,6
12009876876
12007250222
12001145254
12000841542
11997158039
11993890485
11990850715
11990400556
11989826882
11989418176
11986048618
11982716951
11982677054,1,2,3,4
11981936816
11980772811
11976004754
11968783677
11962001357,1,2,3,5
11948824009
11947796572
11947317014
11945593957
11945170716
11942259985
11939749960
11939448664
11939349473
11939234724
11936037417
11931145878
11928364540
11923858649,1,2,3
11922658933,1,2,3,5,6,7
11919882223
11910251339
11909564543
11908854442
11905641556
11905540538
11905404803
11905394495
11905370450
11905356147
11905210615
11905094485
11904345277,1,2,3,6
11904283093
11904206484
11904104475
11904055268
11904053867
11904003815
11903960997
11903954159,1,2,3,5
11903856113
11903818382
11903813200
11903793970
11903789516
11903782756
11903771586
11903757241
11903729813
11903718667
11903667210,1,2,3,5,6
11903587898
11903482186
11903340121
11903321486
11902948763
11902947711,1,2,3,4,5
11902917967
11902886042
11902868272
11902861446,1,2,3
11902818352,1,2,3,5,6
11902750648
11902741964
11902694288
11902666282
11902600258
11902511107
11902247972
11902221629
11901567010
11901386753
11901376003
11901351710
11901212580,1,2,3
11901195052,1,2,3,5,6,7
11901091596
11901071138
11900976567
11900965480
11900827473,1,2,3,4,5,6,7
11900807341
11900763337
11900688135
11900676891
11900675923
11900644979
11900600955
11900571704,1,2,3,4
11900563525
11900471719
11900463804
11900395461
11900390619
11900389189,1,2,3,5
11900333858
11900247241
11900228453
11900203583
11900201836
11900199678
11900179680
11900174290
11900161238
11900157989
11900139167
11900134788
11900132741
11900129612
11900128250
11900123162
11900104839
11900089485
11900086640
11900077735,1,2,3,4,5
11900055943,1,2,3,4,5,6,7
11900051627
11900039421
11900037553
11900003735
11899978972
11899965195
11899948908
11899861955
11899767690
11899678611
11899672788
11899667044
11899658094,1,2,3
11899487491
11899376053
11899263980
11899081487
11899013795
11898670556,1,2,3,5,6,7
11898516980
11897938210
11897897475
11897880857
11897831056,1,2,3
11897802142
11897791604
11897760438
11897745081
11897649951
11897575436
11897542105,1,2,3
11897455550
11897452287
11897433982,1,2,3
11897350725
11897317239
11897308252
11897274805
11897249101
11897127517
11896956721
11896792290
11896583802
11896502372
11896340803
11896205123
11896057591
11896039194
11896038488
11896001087
11895959320
11895438853
11894820675
11894803071
11894727999
11894544447
11894530051,1,2,3,4,5,6
11894515606
11894475308
11894466342
11894397355
11894330556,1,2,3,5,6,7
11894307242
11894270302
11894246618,1,2,3,4,5
11894242529
11894081229
11894039775,1,2,3,5,6,7
11893909732,1,2,3,4,5
11893813742
11893759200
11893722133
11893553659
11893551785
11893513218
11893479515,1,2,3,5,6,7
11893388391
11893380481
11893359179
11893357038
11893346941
11893291231
11893261141
11893216519,1,2,3,5,6,7
11893171188,1,2,3,5,6,7
11893150810
11893134866
11893066148
11893063527
11892103018
11891349693
11891010070
11890961466
11890458142
11890415432
11890092226
11890015779
11889881663,1,2,3,4,5,6,7
11889696999
11889603786
11889581525
11889410002
11889369863
11889249445
11889224570
11889184346
11889030055
11888693700
11885488556
11885454213
11885443690
11885405614
11884880441
11884863888
11884706290
11884682369
11884669588
11884607941
11884602030
11884497927
11883900575
11883840551,1,2,3
11883820409
11883437231
11883238012,1,2,3,4
11883214117
11882765849
11882617547
11882616672
11882604377
11882598004
11882578577
11882571657
11882490214,1,2,3
11882478438
11882474629
11882460786
11882445688
11882434036
11882429316
11882417897
11882353568
11882342813,1,2,3,5
11882299630
11882277489,1,2,3,5,6,7
11882220724
11882220697,1,2,3,5
11882220488
11882218462
11882162190
11882082874
11882056473
11882040057
11881979336
11881957164,1,2,3,4,5,6,7
11881928524
11881914547
11881899698
11881891516
11881760778,1,2,3,5
11881738129
11881689475
11881567967
11881530559
11881524939,1,2,3,4,5
11881418745
11881202630
11881195756
11881127472
11881049893
11880978124
11880894878
11880855026,1,2,3,5
11880844192
11880802028
11880784264
11880771657
11880768278
11880760358
11880754497
11880752997
11880745310
11880742873
11880741977
11880737719
11880725304,1,2,3,4,5,6,7
11880714424
11880713298
11880688219
11880622158
11879958239
11879328134,1,2,3,4,5
11877470383
11877468583
11877408090
11877269004
11877038789
11876951325
11876670995
11876521228
11876411993
11876295652
11876212120
11876207375
11876162183
11876149734
11876044843
11875788342,1,2,3,4,5,6
11874337440
11874183782
11872796683
11872640840
11872417191
11872384211
11872218421
11871711571
11871527753
11871405629
11871350835
11871315274
11871187275
11871151104
11871061731
11870949008
11870940551,1,2,3,4,5,6
11870867713
11870811310
11870632569
11870619322
11870048660
11869733664
11869553892
11869486668,1,2,3,4,5,6,7
11869473407
11869365394
11869265335
11869109692
11869069378
11868950279
11868655615
11868520583
11868515442
11868491575
11868434935
11868390887
11868112156
11867862943
11866871302
11866724822,1,2,3,4
11865959434
11864936798
11864268675
11864248939,1,2,3,4,5
11864158524
